source,target
1701,NA
1702,NA
1703,NA
1704,NA
1705,NA
1706,NA
1707,NA
1708,NA
1709,NA
1710,NA
1711,NA
1712,NA
1713,NA
1714,NA
1715,NA
1716,"172, 473, 11090, 11697, 19914"
1717,NA
1718,NA
1719,"10535, 11013, 18747"
1720,NA
1721,NA
1722,"399, 11052"
1723,NA
1724,NA
1725,NA
1726,NA
1727,"400, 11341"
1728,NA
1730,1237
1731,NA
1732,NA
1733,NA
1734,NA
1735,NA
1736,NA
1737,NA
1738,NA
1739,NA
1740,NA
1741,"11175, 11196, 11153"
1742,NA
1743,NA
1744,"11239, 10951, 10933"
1745,NA
1746,NA
1759,NA
1760,NA
1761,NA
1762,NA
1763,NA
1764,NA
1765,NA
1766,NA
1767,NA
1768,NA
1769,NA
1770,NA
1771,NA
1772,NA
1773,NA
1774,NA
1775,NA
1776,NA
1777,NA
1778,NA
1779,NA
1780,NA
1781,NA
1782,NA
1783,NA
1784,NA
1785,NA
1786,NA
1787,NA
1788,NA
1789,NA
1790,NA
1791,NA
1792,NA
1793,NA
1794,NA
1795,NA
1796,NA
1797,"1799, 3660"
1798,11840
1799,"12602, 10535, 12323, 11013, 12246, 19808"
1801,NA
1802,NA
1803,NA
1804,NA
1805,NA
1806,NA
1807,NA
1808,NA
1809,NA
1810,NA
1811,NA
1812,NA
1813,NA
1814,NA
1815,NA
1816,NA
1817,12730
1818,NA
1819,NA
1820,"400, 34, 11192, 11810"
1821,NA
1822,"10511, 11810, 12771, 12460, 11175, 11059"
1823,NA
1824,"11669, 18082, 27354"
1825,NA
1826,NA
1827,NA
1828,NA
1829,NA
1830,"11013, 11103, 11833, 11213, 11064, 15097, 11154, 12520"
1831,NA
1832,NA
1833,NA
1834,NA
1835,NA
1836,NA
1837,NA
1838,NA
1839,NA
1840,NA
1841,NA
1842,NA
1843,NA
1844,"12249, 19201, 11066"
1845,NA
1846,NA
1847,NA
1848,NA
1849,NA
1850,NA
1851,NA
1852,NA
1853,NA
1854,NA
1855,NA
1856,NA
1857,NA
1858,NA
1859,NA
1860,NA
1861,NA
1862,NA
1863,NA
1864,NA
1865,NA
1866,NA
1867,NA
1868,NA
1869,NA
1870,NA
1871,NA
1872,NA
1873,NA
1874,NA
1875,"15680, 11334"
1876,NA
1877,NA
1878,NA
1880,NA
1881,NA
1882,NA
1883,NA
1890,NA
1891,NA
1892,1893
1893,NA
1900,NA
1901,NA
1902,"3119, 11047"
1903,"11046, 16015, 11052"
1904,NA
1905,NA
1906,NA
1907,NA
1908,NA
1909,NA
1910,NA
1911,NA
1912,NA
1913,NA
1914,NA
1915,NA
1916,NA
1917,NA
1918,NA
1919,NA
1920,"1923, 19802, 11810, 11216, 12771"
1921,NA
1922,NA
1923,19802
1924,11810
1925,NA
1926,NA
1927,NA
1928,NA
1929,NA
1930,NA
1931,NA
1933,NA
1934,NA
1935,"10851, 10905, 19926, 10882, 17028, 11253, 10870, 19936, 11221, 26049"
1936,NA
1937,11196
1938,NA
1939,NA
1940,NA
1941,NA
1942,NA
1943,NA
1944,NA
1945,"10832, 11372, 11389, 11052, 11049, 11221, 11035, 15664"
1946,NA
1950,NA
1951,NA
1952,NA
1953,NA
1954,NA
1955,NA
1956,NA
1957,NA
1958,NA
1959,NA
1960,NA
1961,NA
1962,NA
1963,NA
1964,NA
1965,NA
1966,NA
1967,NA
1968,NA
1969,NA
1970,NA
1971,NA
1972,NA
1973,NA
1974,NA
1975,NA
1976,NA
1977,NA
1978,NA
1979,NA
1980,NA
1981,NA
1982,NA
1983,NA
1984,NA
1985,1986
1986,"12821, 11506, 12555, 11527, 3048, 11002, 11005, 11503, 11014, 11059, 11222, 10567, 10933"
1987,1986
1988,"12090, 12109, 21944"
1989,NA
1990,NA
1991,NA
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,NA
1998,NA
1999,NA
2000,NA
2001,NA
2002,NA
2003,NA
2004,NA
2005,NA
2006,NA
2007,"11050, 11052, 10646, 10689, 11028, 11013"
2008,NA
2009,NA
2010,NA
2011,NA
2012,NA
2013,NA
2014,NA
2015,NA
2016,NA
2017,NA
2018,NA
2019,NA
2020,NA
2021,NA
2022,NA
2023,NA
2024,NA
2026,NA
2027,NA
2028,NA
2029,NA
2030,NA
2031,NA
2032,NA
2033,NA
2034,NA
2035,NA
2036,NA
2037,NA
2038,NA
2039,NA
2042,NA
2043,NA
2044,NA
2045,NA
2046,NA
2050,NA
2051,NA
2060,2061
2061,NA
2062,NA
2063,"11262, 11090"
2064,NA
2065,NA
2066,NA
2070,11002
2071,NA
2072,NA
2073,NA
2074,NA
2075,NA
2076,2070
2077,NA
2079,NA
2080,"19141, 15194, 11028, 11392"
2081,NA
2082,NA
2083,NA
2085,NA
2086,11002
2087,NA
2088,NA
2089,NA
2090,NA
2180,NA
2200,NA
2201,"19535, 11882, 11090, 11045, 10511, 11081, 11002, 405, 858, 11717"
2202,NA
2203,NA
2204,NA
2205,NA
2206,"858, 880, 11003, 11005, 10567, 11717"
2207,NA
2208,"11416, 4145, 11081, 10511"
2209,NA
2210,NA
2211,NA
2215,NA
2216,"12228, 12843, 11013"
2230,"912, 4046, 10787, 10770"
2231,NA
2232,NA
2233,NA
2240,NA
2241,393
2242,NA
2280,"11352, 5227, 11049"
2281,NA
2300,NA
2301,NA
2302,NA
2303,NA
2304,NA
2305,NA
2306,NA
2307,NA
2308,"11013, 11227, 19512, 20706"
2310,NA
2311,NA
2312,NA
2313,NA
2314,NA
2315,11005
2316,NA
2350,NA
2351,NA
2352,NA
2400,NA
2401,NA
2402,NA
2403,NA
2404,NA
2405,NA
2406,NA
2407,NA
2408,NA
2409,NA
2411,NA
2412,NA
2413,NA
2414,NA
2415,"13005, 19833"
2416,"19553, 18665, 19832"
2450,NA
2500,NA
2501,NA
2502,NA
2503,NA
2504,"18578, 10865"
2505,NA
2506,NA
2507,"2508, 11547, 12348"
2508,NA
2509,NA
2510,NA
2511,NA
2512,NA
2513,NA
2514,NA
2515,NA
2516,NA
2517,NA
2518,"2519, 10573"
2519,"17661, 11052, 10573, 18959"
2520,NA
2521,NA
2550,NA
2551,NA
2555,NA
2600,"2603, 3048, 11432"
2601,NA
2602,NA
2603,NA
2605,"2600, 3048, 11253, 11722, 11027, 11153, 17016"
2606,NA
2607,NA
2610,NA
2700,NA
2701,NA
2702,NA
2703,NA
2704,NA
2705,"2706, 11525, 3048, 11002, 11213, 10567"
2706,"11525, 11059, 11213, 11013, 11048, 10929"
2710,11048
2711,"11048, 11549, 11090, 11525, 11414"
2712,NA
2750,"19444, 11048"
2751,NA
2752,NA
2800,"2801, 18, 1759, 10511"
2801,"11353, 10658, 10656, 11023, 16727"
2802,"11014, 11565, 11255"
2803,"11047, 11889"
2804,NA
2805,2808
2806,NA
2808,2802
2809,2802
2810,NA
2811,NA
2812,2802
2813,"11035, 11019"
2814,NA
2815,NA
2816,NA
2817,NA
2850,NA
2860,NA
2900,NA
2901,"17146, 225, 3051, 11090, 11302"
2902,2901
2903,NA
2904,"10938, 11046, 17079, 10869, 10870, 4097, 10865"
2905,2904
2940,NA
2941,NA
3010,NA
3011,NA
3012,NA
3013,NA
3014,NA
3019,NA
3020,18405
3021,18405
3030,NA
3031,NA
3032,NA
3033,NA
3040,NA
3041,"15470, 11013, 11052, 11028"
3042,NA
3043,NA
3044,NA
3045,"10940, 10801, 15084, 19941, 20400"
3046,NA
3047,3048
3048,"12216, 10888, 10561, 11193, 14091, 10654, 11013, 11539, 11062, 11235"
3049,NA
3050,"4145, 11059, 11011, 11016, 11018, 11017, 11054"
3051,"11026, 4097, 18471, 19940, 11027, 11453, 17032, 13067, 10899, 19909"
3053,18508
3059,NA
3060,NA
3061,NA
3062,NA
3063,NA
3064,NA
3065,NA
3066,NA
3067,NA
3068,NA
3069,NA
3070,NA
3072,NA
3073,11651
3074,NA
3075,NA
3076,NA
3077,NA
3078,NA
3079,NA
3080,"11831, 11355, 12561, 19413, 18312, 18710"
3081,NA
3082,NA
3083,NA
3084,NA
3085,"15577, 11050"
3086,NA
3087,NA
3088,NA
3089,NA
3095,NA
3100,NA
3101,NA
3102,NA
3103,NA
3104,NA
3105,NA
3106,NA
3107,NA
3108,NA
3109,NA
3110,NA
3111,NA
3112,NA
3113,NA
3114,NA
3115,NA
3116,NA
3117,"11324, 11052, 11348, 11350, 11381"
3118,10671
3119,"11049, 11368, 10844, 11364, 10782, 18314, 11352"
3120,"123, 11306, 19855, 10677, 11382, 11016, 19066, 11453, 10718, 18835"
3121,NA
3122,"3115, 3225, 15670"
3123,"3117, 10848, 10835, 14735"
3124,NA
3125,NA
3126,NA
3127,NA
3128,NA
3129,NA
3130,"19265, 10567"
3131,"10916, 11432, 18502, 11052, 11453"
3132,11041
3133,NA
3134,NA
3135,"10695, 19227"
3136,"11016, 11035, 10695, 11597"
3137,NA
3138,NA
3140,3141
3141,"11213, 10614, 11234, 11450"
3142,NA
3143,NA
3144,NA
3145,NA
3146,NA
3147,NA
3148,NA
3149,3148
3150,NA
3151,NA
3153,19493
3154,"19805, 21755"
3155,"11279, 22171, 21799"
3156,NA
3157,1029
3158,"11035, 10672"
3159,NA
3160,NA
3161,NA
3169,NA
3170,NA
3171,NA
3172,NA
3173,NA
3174,NA
3175,NA
3176,NA
3177,NA
3178,NA
3179,NA
3180,11855
3181,NA
3182,"11029, 11053, 11028, 5048, 10511"
3183,3184
3184,NA
3185,"11054, 11003, 5335"
3186,NA
3187,NA
3188,NA
3189,NA
3190,NA
3191,NA
3193,NA
3194,NA
3195,"10511, 11013"
3196,NA
3200,NA
3201,NA
3202,NA
3203,NA
3204,"4109, 11016, 11113, 15285"
3205,NA
3218,NA
3219,"18713, 10972, 11437"
3220,NA
3221,NA
3222,NA
3223,NA
3224,NA
3225,11285
3226,NA
3227,NA
3228,NA
3229,"14500, 11294, 14245, 10717, 19518, 11016, 11035"
3230,NA
3231,NA
3232,NA
3233,NA
3234,NA
3235,NA
3236,NA
3237,NA
3240,"11309, 11016, 11306, 14209, 11296"
3241,NA
3242,"11281, 11269, 11305, 11306, 11602, 11016, 11050, 11432"
3243,NA
3244,NA
3245,11019
3251,NA
3252,NA
3253,NA
3254,NA
3255,NA
3256,NA
3257,NA
3258,NA
3259,NA
3260,NA
3261,NA
3262,NA
3263,NA
3264,NA
3265,NA
3266,NA
3267,NA
3268,NA
3270,NA
3300,NA
3301,NA
3302,NA
3303,NA
3305,NA
3306,NA
3307,NA
3308,NA
3309,NA
3310,NA
3312,NA
3313,NA
3314,NA
3315,NA
3316,NA
3317,NA
3318,NA
3319,NA
3320,NA
3321,NA
3322,NA
3323,NA
3324,NA
3325,NA
3326,NA
3327,NA
3329,NA
3330,NA
3331,NA
3332,NA
3333,NA
3334,NA
3335,NA
3336,NA
3337,NA
3338,NA
3339,NA
3340,NA
3341,NA
3342,NA
3343,NA
3344,NA
3345,NA
3346,NA
3348,NA
3349,NA
3350,NA
3351,NA
3352,NA
3353,NA
3354,NA
3355,NA
3356,NA
3358,NA
3359,NA
3360,NA
3361,NA
3362,NA
3363,NA
3364,NA
3365,NA
3366,NA
3367,NA
3368,NA
3369,NA
3370,NA
3371,NA
3372,NA
3373,NA
3374,NA
3375,NA
3376,NA
3377,NA
3378,NA
3379,NA
3380,NA
3382,NA
3383,NA
3384,NA
3385,NA
3386,NA
3387,NA
3390,NA
3391,NA
3392,NA
3393,NA
3394,NA
3395,NA
3396,NA
3397,NA
3399,NA
3402,NA
3403,NA
3404,NA
3405,NA
3406,NA
3407,NA
3408,NA
3409,NA
3410,NA
3411,NA
3412,NA
3413,NA
3414,NA
3415,NA
3416,NA
3417,NA
3434,NA
3435,NA
3436,NA
3437,NA
3438,NA
3439,NA
3440,NA
3441,NA
3442,NA
3443,NA
3444,NA
3480,NA
3481,NA
3482,NA
3484,NA
3485,NA
3486,NA
3487,NA
3488,NA
3489,NA
3550,NA
3551,NA
3552,NA
3553,NA
3554,NA
3555,NA
3558,NA
3562,NA
3563,NA
3565,NA
3566,NA
3571,NA
3572,NA
3573,NA
3574,NA
3575,NA
3576,NA
3577,NA
3578,NA
3580,NA
3581,NA
3582,NA
3583,NA
3584,NA
3585,NA
3586,NA
3587,NA
3588,NA
3589,NA
3590,NA
3591,NA
3592,NA
3593,NA
3594,NA
3595,NA
3596,NA
3597,NA
3598,NA
3600,"11027, 4097"
3601,NA
3620,NA
3621,3622
3622,"22046, 18902"
3625,"10729, 19238, 11170, 11706, 929, 11153, 11029, 11020, 11238, 10858, 11004, 10567"
3650,19425
3651,"10915, 17528"
3652,3650
3656,NA
3660,"11013, 11263, 11019, 11257, 11343, 10792, 11251, 11709, 13539, 11081, 11384, 11261, 10712, 11303, 11564, 10969, 10659, 11411"
3661,17
3662,NA
3663,NA
3664,NA
3665,11817
3670,"30, 31, 17, 3675"
3671,NA
3672,NA
3673,NA
3675,NA
3680,"11418, 11386, 11374, 10770"
3681,3680
3682,NA
3690,11359
3691,"11685, 15219"
3692,NA
3693,NA
3700,NA
3701,NA
3702,NA
3710,NA
3711,NA
3712,18497
3713,NA
3714,NA
3715,NA
3800,NA
3801,NA
3802,NA
3803,NA
3804,NA
3805,NA
3806,NA
3807,NA
3808,NA
3809,NA
3810,NA
3811,NA
3812,NA
3813,NA
3814,NA
3815,NA
3816,NA
3817,NA
3818,NA
3819,NA
3820,NA
3821,NA
3822,NA
3823,NA
3824,NA
3825,NA
3826,NA
3827,NA
3828,NA
3829,NA
3830,NA
3831,NA
3832,NA
3833,NA
3834,NA
3835,NA
3836,NA
3837,NA
3838,NA
3839,NA
3840,NA
3841,NA
3854,NA
3855,NA
3856,NA
3857,NA
3858,NA
3859,NA
3860,NA
3861,NA
3862,NA
3863,NA
3864,NA
3865,NA
3866,NA
3867,NA
3868,NA
3869,NA
3870,NA
3871,NA
3872,NA
3873,NA
3874,NA
3875,NA
3876,NA
3877,NA
3878,NA
3879,NA
3880,NA
3881,NA
3882,NA
3883,NA
3884,NA
3885,NA
3886,NA
3887,NA
3888,NA
3889,NA
3890,NA
3891,NA
3892,NA
3893,NA
3894,NA
3895,NA
3896,NA
3897,NA
3898,NA
3899,NA
3900,NA
3901,NA
3902,NA
3903,NA
3904,NA
3905,NA
3906,NA
3907,NA
3908,NA
3909,NA
3910,NA
3911,NA
3912,NA
3913,NA
3914,NA
3915,NA
3916,NA
3917,NA
3918,NA
3919,NA
3920,NA
3921,NA
3922,NA
3923,NA
3924,NA
3925,NA
3926,NA
3927,NA
3928,NA
3929,NA
3930,NA
3931,NA
3932,NA
3933,NA
3934,NA
3935,NA
3936,NA
3937,NA
3938,NA
3939,NA
3940,NA
3941,NA
3942,NA
3943,NA
3944,NA
3945,NA
3946,NA
3947,NA
3948,NA
3949,NA
3950,NA
3951,NA
3952,NA
3953,NA
3954,NA
3955,NA
3956,NA
3957,NA
3958,NA
3959,NA
3960,NA
3961,NA
3962,NA
3963,NA
3964,NA
3965,NA
3966,NA
3967,NA
3968,NA
3969,NA
3970,NA
3971,NA
3972,NA
3973,NA
3974,NA
3975,NA
3976,NA
3977,NA
3978,NA
3979,NA
3980,NA
3981,NA
3982,NA
3983,NA
3984,NA
3985,NA
3986,NA
3987,NA
3988,NA
3989,NA
3990,NA
3991,NA
3992,NA
3993,NA
3994,NA
3995,NA
3996,NA
3997,NA
3998,NA
3999,NA
4000,NA
4001,NA
4002,"16, 399, 4048, 10878, 19310, 6225, 19940, 10915, 19813, 19925, 10968, 4097"
4003,NA
4004,NA
4005,12619
4006,NA
4007,NA
4008,NA
4009,NA
4010,NA
4011,"11501, 18550, 17416, 18293, 10567"
4012,17416
4013,NA
4014,NA
4015,"19184, 19484"
4016,4015
4017,NA
4018,10808
4019,NA
4020,"19868, 169"
4021,19868
4022,NA
4023,NA
4024,14174
4025,19503
4026,"11334, 5077, 11394, 11406"
4027,19472
4028,NA
4029,NA
4030,NA
4031,NA
4032,NA
4033,4034
4034,NA
4035,NA
4036,NA
4037,NA
4038,NA
4039,NA
4040,NA
4041,NA
4042,NA
4043,NA
4044,"19124, 11004, 11237, 11020, 11511, 10511"
4045,NA
4046,"11346, 11701, 11052, 15443, 11049"
4047,"11383, 11350, 11052, 11049, 11418, 11375, 11069"
4048,"11692, 10881, 11720, 10968, 11066, 11044, 10910, 11342, 11422, 10915"
4049,"19510, 11027, 11412, 10881, 11066, 11672, 11453, 19201, 17542"
4050,"16043, 16073, 16080, 11411"
4051,11281
4052,"18028, 12840, 18, 29, 17, 34, 3119, 11196, 11353, 11035, 15681, 3680, 11221, 13559, 11168, 15260, 18012, 19823"
4053,"11323, 11038, 11016, 11313, 11296, 11597, 11693"
4054,NA
4055,NA
4056,"11027, 17556, 11002, 11206, 10883, 4097, 11066, 11047"
4057,"10831, 18674, 18002, 11406, 19, 11353, 11341, 11339, 11052, 11046, 11400, 15096"
4058,"27, 13, 17, 11443, 11029, 18526, 11865, 10968, 11226, 18650, 17145, 10981, 18414"
4059,4024
4060,11113
4061,4062
4062,"18069, 19893"
4063,"18348, 18423"
4064,11016
4065,NA
4066,NA
4067,NA
4068,NA
4069,"11112, 11016, 11294"
4070,NA
4071,"11901, 11306"
4072,NA
4073,NA
4074,NA
4075,NA
4076,NA
4077,NA
4078,11256
4079,3205
4080,NA
4081,NA
4082,4083
4083,"10892, 10770"
4084,NA
4085,NA
4086,13
4087,"28, 13, 11410, 10867, 10863"
4088,NA
4089,NA
4090,NA
4091,NA
4092,3650
4093,19038
4094,"11597, 14169, 14260, 5190, 14324, 11035"
4095,NA
4096,11112
4097,NA
4098,4097
4099,NA
4100,NA
4101,NA
4102,NA
4103,"11353, 10770, 10892"
4104,NA
4105,NA
4106,400
4107,"11052, 11070"
4108,11173
4109,"11396, 11049, 11394"
4110,NA
4111,11684
4112,"11049, 11052"
4113,18159
4114,"3660, 11052, 11396"
4115,NA
4116,NA
4117,NA
4118,NA
4119,NA
4120,NA
4121,NA
4122,11028
4123,"11842, 11005, 11551, 10567"
4124,17
4125,NA
4127,"4129, 17, 13"
4128,NA
4129,"15445, 11052, 11049, 11368"
4130,4131
4131,NA
4132,18193
4133,NA
4134,NA
4135,NA
4136,11029
4137,11035
4138,NA
4139,NA
4140,NA
4141,NA
4142,NA
4143,15283
4145,"11004, 10806, 10561, 19017, 11049, 11052, 10697, 11035"
4149,NA
4150,NA
4200,NA
4201,NA
4202,NA
4203,NA
4204,NA
4205,NA
4206,NA
4207,NA
4208,NA
4209,NA
4210,NA
4211,NA
4212,NA
4213,NA
4214,NA
4215,NA
4216,NA
4217,NA
4218,NA
4219,NA
4220,NA
4221,NA
4222,NA
4223,NA
4224,NA
4225,NA
4226,NA
4227,NA
4228,NA
4229,NA
4230,NA
4231,NA
4232,NA
4233,NA
4234,NA
4235,NA
4236,NA
4237,NA
4238,NA
4239,NA
4240,NA
4241,NA
4254,NA
4255,NA
4256,NA
4257,NA
4258,NA
4259,NA
4260,NA
4261,NA
4262,NA
4263,NA
4264,NA
4265,NA
4266,NA
4267,NA
4268,NA
4269,NA
4270,NA
4271,NA
4272,NA
4273,NA
4274,NA
4275,NA
4276,NA
4277,NA
4278,NA
4279,NA
4280,NA
4281,NA
4282,NA
4283,NA
4284,NA
4285,NA
4286,NA
4287,NA
4288,NA
4289,NA
4290,NA
4291,NA
4292,NA
4293,NA
4294,NA
4295,NA
4296,NA
4297,NA
4298,NA
4299,NA
4300,NA
4301,NA
4302,NA
4303,NA
4304,NA
4305,NA
4306,NA
4307,NA
4308,NA
4309,NA
4310,NA
4311,NA
4312,NA
4313,NA
4314,NA
4315,NA
4316,NA
4317,NA
4318,NA
4319,NA
4320,NA
4321,NA
4322,NA
4323,NA
4324,NA
4325,NA
4326,NA
4327,NA
4328,NA
4329,NA
4330,NA
4331,NA
4332,NA
4333,NA
4334,NA
4335,NA
4336,NA
4337,NA
4338,NA
4339,NA
4340,NA
4341,NA
4342,NA
4343,NA
4344,NA
4345,NA
4346,NA
4347,NA
4348,NA
4349,NA
4350,NA
4351,NA
4352,NA
4353,NA
4354,NA
4355,NA
4356,NA
4357,NA
4358,NA
4359,NA
4360,NA
4361,NA
4362,NA
4363,NA
4364,NA
4365,NA
4366,NA
4367,NA
4368,NA
4369,NA
4370,NA
4371,NA
4372,NA
4373,NA
4374,NA
4375,NA
4376,NA
4377,NA
4378,NA
4379,NA
4380,NA
4381,NA
4382,NA
4383,NA
4384,NA
4385,NA
4386,NA
4387,NA
4388,NA
4389,NA
4390,NA
4391,NA
4392,NA
4393,NA
4394,NA
4395,NA
4396,NA
4397,NA
4398,NA
4399,NA
4400,NA
4401,NA
4402,NA
4403,NA
4404,NA
4405,NA
4406,NA
4407,NA
4408,NA
4409,NA
4410,NA
4411,NA
4412,NA
4413,NA
4414,NA
4415,NA
4416,NA
4417,NA
4418,NA
4419,NA
4420,NA
4421,NA
4422,NA
4423,NA
4424,NA
4425,NA
4426,NA
4427,NA
4428,NA
4429,NA
4430,NA
4431,NA
4432,NA
4433,NA
4434,NA
4435,NA
4436,NA
4437,NA
4438,NA
4439,NA
4440,NA
4441,NA
4442,NA
4443,NA
4444,NA
4445,NA
4446,NA
4447,NA
4448,NA
4449,NA
4450,NA
4451,NA
4452,NA
4453,NA
4454,NA
4455,NA
4456,NA
4457,NA
4458,NA
4459,NA
4460,NA
4461,NA
4462,NA
4463,NA
4464,NA
4465,NA
4466,NA
4467,NA
4468,NA
4469,NA
4470,NA
4471,NA
4472,NA
4473,NA
4474,NA
4475,NA
4476,NA
4477,NA
4478,NA
4479,NA
4480,NA
4481,NA
4482,NA
4483,NA
4484,NA
4485,NA
4486,NA
4487,NA
4488,NA
4489,NA
4490,NA
4491,NA
4492,NA
4493,NA
4494,NA
4495,NA
4496,NA
4497,NA
4498,NA
4499,NA
4500,NA
4501,NA
4502,NA
4503,NA
4504,NA
4505,NA
4506,NA
4507,NA
4508,NA
4509,NA
4510,NA
4511,NA
4512,NA
4513,NA
4514,NA
4515,NA
4516,NA
4517,NA
4518,NA
4519,NA
4520,NA
4521,NA
4522,NA
4523,NA
4524,NA
4525,NA
4526,NA
4527,NA
4528,NA
4529,NA
4530,NA
4531,NA
4532,NA
4533,NA
4534,NA
4535,NA
4536,NA
4537,NA
4538,NA
4539,NA
4540,NA
4541,NA
4542,NA
4543,NA
4544,NA
4545,NA
4546,NA
4547,NA
4548,NA
4549,NA
4550,NA
4551,NA
4552,NA
4553,NA
4554,NA
4555,NA
4556,NA
4557,NA
4558,NA
4559,NA
4560,NA
4561,NA
4562,NA
4563,NA
4564,NA
4565,NA
4566,NA
4567,NA
4568,NA
4569,NA
4570,NA
4571,NA
4572,NA
4573,NA
4574,NA
4575,NA
4576,NA
4577,NA
4578,NA
4579,NA
4580,NA
4581,NA
4582,NA
4583,NA
4584,NA
4585,NA
4586,NA
4587,NA
4588,NA
4589,NA
4590,NA
4591,NA
4592,NA
4593,NA
4594,NA
4595,NA
4596,NA
4597,NA
4598,NA
4599,NA
4600,NA
4601,NA
4602,NA
4603,NA
4604,NA
4605,NA
4606,NA
4607,NA
4608,NA
4609,NA
4610,NA
4611,NA
4612,NA
4613,NA
4614,NA
4615,NA
4616,NA
4617,NA
4618,NA
4619,NA
4620,NA
4621,NA
4622,NA
4623,NA
4624,NA
4625,NA
4626,NA
4627,NA
4628,NA
4629,NA
4630,NA
4631,NA
4632,NA
4633,NA
4634,NA
4635,NA
4636,NA
4637,NA
4638,NA
4639,NA
4640,NA
4641,NA
4642,NA
4643,NA
4644,NA
4645,NA
4646,NA
4647,NA
4648,NA
4649,NA
4650,NA
4651,NA
4652,NA
4653,NA
4654,NA
4655,NA
4656,NA
4657,NA
4658,NA
4659,NA
4660,NA
4661,NA
4662,NA
4663,NA
4664,NA
4665,NA
4666,NA
4667,NA
4668,NA
4669,NA
4670,NA
4671,NA
4672,NA
4673,NA
4674,NA
4675,NA
4676,NA
4677,NA
4678,NA
4679,NA
4680,NA
4681,NA
4682,NA
4683,NA
4684,NA
4685,NA
4686,NA
4687,NA
4688,NA
4689,NA
4690,NA
4691,NA
4692,NA
4693,NA
4694,NA
4695,NA
4696,NA
4697,NA
4698,NA
4699,NA
4700,NA
4701,NA
4702,NA
4703,NA
4704,NA
4705,NA
4706,NA
4707,NA
4708,NA
4709,NA
4710,NA
4711,NA
4712,NA
4713,NA
4714,NA
4715,NA
4716,NA
4717,NA
4718,NA
4719,NA
4720,NA
4721,NA
4722,NA
4723,NA
4724,NA
4725,NA
4726,NA
4727,NA
4728,NA
4729,NA
4730,NA
4731,NA
4732,NA
4733,NA
4734,NA
4735,NA
4736,NA
4737,NA
4738,NA
4739,NA
4740,NA
4741,NA
4742,NA
4743,NA
4744,NA
4745,NA
4746,NA
4747,NA
4748,NA
4749,NA
4750,NA
4751,NA
4752,NA
4753,NA
4754,NA
4755,NA
4756,NA
4757,NA
4758,NA
4759,NA
4760,NA
4761,NA
4762,NA
4763,NA
4764,NA
4765,NA
4766,NA
4767,NA
4769,NA
4770,NA
4771,NA
4772,NA
4773,NA
4774,NA
4775,NA
4776,NA
4777,NA
4778,NA
4779,NA
4780,NA
4781,NA
4782,NA
4783,NA
4784,NA
4785,NA
4786,NA
4787,NA
4788,NA
4789,NA
4790,NA
4791,NA
4792,NA
4793,NA
4794,NA
4795,NA
4796,NA
4797,NA
4798,NA
4799,NA
4800,NA
4801,NA
4802,NA
4803,NA
4804,NA
4805,NA
4806,NA
4807,NA
4808,NA
4809,NA
4810,NA
4811,NA
4812,NA
4813,NA
4814,NA
4815,NA
4816,NA
4817,NA
4818,NA
4819,NA
4820,NA
4821,NA
4822,NA
4823,NA
4824,NA
4825,NA
4826,NA
4827,NA
4828,NA
4829,NA
4830,NA
4831,NA
4832,NA
4833,NA
4834,NA
4835,NA
4836,NA
4837,NA
4838,NA
4839,NA
4840,NA
4841,NA
4842,NA
4843,NA
4844,NA
4845,NA
4846,NA
4847,NA
4848,NA
4849,NA
4850,NA
4851,NA
4852,NA
4853,NA
4854,NA
4855,NA
4856,NA
4857,NA
4858,NA
4859,NA
4860,NA
4861,NA
4862,NA
4863,NA
4864,NA
4865,NA
4866,NA
4867,NA
4868,NA
4869,NA
4870,NA
4871,NA
4872,NA
4873,NA
4874,NA
4875,NA
4876,NA
4877,NA
4878,NA
4879,NA
4880,NA
4881,NA
4882,NA
4883,NA
4884,NA
4885,NA
4886,NA
4887,NA
4888,NA
4889,NA
4890,NA
4891,NA
4892,NA
4893,NA
4894,NA
4895,NA
4896,NA
4897,NA
4898,NA
4899,NA
4900,NA
4901,NA
4902,NA
4903,NA
4904,NA
4905,NA
4906,NA
4907,NA
4908,NA
4909,NA
4910,NA
4911,NA
4912,NA
4913,NA
4914,NA
4915,NA
4916,NA
4917,NA
4918,NA
4919,NA
4920,NA
4921,NA
4922,NA
4923,NA
4924,NA
4925,NA
4926,NA
4927,NA
4928,NA
4929,NA
4930,NA
4931,NA
4932,NA
4933,NA
4934,NA
4935,NA
4936,NA
4937,NA
4938,NA
4939,NA
4940,NA
4941,NA
4942,NA
4943,NA
4944,NA
4945,NA
4946,NA
4947,NA
4948,NA
4949,NA
4950,NA
4951,NA
4952,NA
4953,NA
4954,NA
4955,NA
4956,NA
4957,NA
4958,NA
4959,NA
4960,NA
4961,NA
4962,NA
4963,NA
4964,NA
4965,NA
4966,NA
4967,NA
4968,NA
4969,NA
4970,NA
4971,NA
4972,NA
4973,NA
4974,NA
4975,NA
4976,NA
4977,NA
4978,NA
4979,NA
4980,NA
4981,NA
4982,NA
4983,NA
4984,NA
4985,NA
4986,NA
4987,NA
4988,NA
4989,NA
4990,NA
4991,NA
4992,NA
4993,NA
4994,NA
4995,NA
4996,NA
4997,NA
4998,NA
4999,NA
5000,NA
5001,NA
5002,NA
5003,"11013, 11063, 11872, 11875"
